Time_ms,com_Pos_deg,pul_Pos_deg,com_Vel_deg_per_s,pul_Vel_deg_per_s
0.0,0.0,0.0,6.004758616966736,9.558845289522216
5.000000000000001,0.03004237367597974,0.030016872816696957,6.006824288230774,9.29737471319805
10.000000000000002,0.06008474735195948,0.06003374563339391,6.0088899594948115,9.035904136873885
15.0,0.09012712102793921,0.09005061845009085,6.01095563075885,8.774433560549719
20.000000000000004,0.12018583698107335,0.12004778233240174,6.013372577727767,8.536937707750038
25.000000000000007,0.15026886070137743,0.150015630827163,6.016312017857585,8.33510224620988
30.000000000000007,0.18035188442168149,0.17998347932192418,6.019251457987402,8.133266784669724
35.0,0.21045744121205018,0.2099801894748898,6.022546420345902,7.953141895228228
40.00000000000001,0.2405969664056781,0.24002040832160226,6.0263773293107405,7.805745500657596
45.000000000000014,0.270736491599306,0.2700606271683147,6.030208238275579,7.658349106086964
50.000000000000014,0.3008760167929339,0.3001008460150272,6.034039147240416,7.510952711516332
55.00000000000001,0.3310779042780574,0.3302156817954493,6.038663192415611,7.39590775959558
60.000000000000014,0.36129503072478,0.3603487511038605,6.043481049780232,7.288768264328073
65.00000000000001,0.39151215717150256,0.39048182041227164,6.048298907144854,7.181628769060567
70.0,0.4217501739319025,0.4206385291746373,6.053337501291585,7.081026885893486
75.00000000000001,0.45206246285245255,0.4508792842245354,6.059160889668071,7.00366843412814
80.00000000000001,0.48237475177300265,0.4811200392744334,6.064984278044557,6.926309982362793
85.00000000000001,0.5126870406935526,0.5113607943243315,6.070807666421044,6.848951530597446
90.00000000000003,0.5430725194169411,0.5416708695189607,6.077294913573785,6.785776437360965
95.00000000000001,0.5734977236411504,0.5720185698657236,6.084142485817433,6.730299698253507
100.00000000000001,0.6039229278653597,0.6023662702124867,6.090990058061081,6.6748229591460495
105.00000000000001,0.6343598380270133,0.6327245727048094,6.097931366555249,6.620801199440545
110.00000000000001,0.6649159383954809,0.6631908265618106,6.105827100368933,6.5815940837270155
115.00000000000001,0.6954720387639486,0.6936570804188117,6.113722834182618,6.542386968013487
120.00000000000003,0.7260281391324162,0.7241233342758129,6.121618567996303,6.503179852299957
125.00000000000003,0.7566654509128521,0.7546604861424168,6.130099997998952,6.470590593696445
130.00000000000003,0.7873706934705834,0.7852569419514628,6.139071344337386,6.443536963234569
135.00000000000003,0.8180759360283147,0.8158533977605088,6.148042690675819,6.416483332772693
140.0,0.8487834175362355,0.8464391150074027,6.1570248209362335,6.389356772441324
145.00000000000003,0.8796409406251661,0.8763051955019657,6.166729627704212,6.357342871171025
150.00000000000003,0.9104984637140967,0.9061712759965287,6.176434434472191,6.325328969900727
155.00000000000003,0.9413561989005724,0.9360386244157873,6.186140900983826,6.293344232147723
160.00000000000003,0.9723832915119869,0.9669183959694693,6.197172653517349,6.284646224034363
165.00000000000003,1.0034103841234014,0.9977981675231512,6.208204406050871,6.275948215921003
170.00000000000003,1.034437476734816,1.028677939076833,6.219236158584395,6.267250207807644
175.00000000000006,1.0655666511137554,1.0596431895542506,6.230860625382104,6.260951494247589
180.00000000000006,1.0967963610469489,1.090692624222275,6.243068828712879,6.257015733578962
185.00000000000003,1.1280260709801424,1.1217420588902993,6.2552770320436535,6.253079972910335
190.00000000000003,1.1592614461948025,1.1527967313841776,6.267516574420834,6.249247831496768
195.00000000000003,1.1907133989812988,1.1840516402849894,6.280954174584592,6.249376941927234
200.00000000000003,1.2221653517677953,1.2153065491858013,6.294391774748349,6.249506052357699
205.00000000000006,1.2536173045542918,1.2465614580866131,6.307829374912106,6.249635162788165
210.00000000000006,1.2852073930387509,1.2779385363974134,6.321994754999925,6.251564558974304
215.00000000000006,1.3169016746153321,1.3094077647373317,6.336709085444464,6.254851875975657
220.00000000000003,1.3485959561919134,1.3408769930772497,6.351423415889004,6.258139192977009
225.00000000000003,1.3803265496529866,1.3723761969902295,6.3663207697635675,6.261758216013213
230.00000000000003,1.4122837508728274,1.4040624663095977,6.3823602987100125,6.267447282016865
235.00000000000003,1.4442409520926685,1.435748735628966,6.398399827656458,6.2731363480205165
240.00000000000006,1.4761981533125093,1.4674350049483342,6.414439356602903,6.278825414024168
245.00000000000006,1.5083626325768393,1.4987755820983646,6.431207725514973,6.278310799372067
250.00000000000006,1.5406038954736287,1.5299881017855796,6.448246084334466,6.275498106616508
255.00000000000006,1.5728451583704184,1.5612006214727945,6.465284443153958,6.272685413860949
260.00000000000006,1.6051688485876796,1.5926807547179032,6.4828234056094205,6.274071262213352
265.00000000000006,1.6377159145506557,1.6248861132610768,6.5017189899937815,6.286835040183464
270.00000000000006,1.6702629805136318,1.6570914718042502,6.520614574378143,6.299598818153576
275.00000000000006,1.7028100464766078,1.6892968303474236,6.539510158762504,6.312362596123687
280.0,1.7356577593995857,1.721760936254259,6.559810195167802,6.326093027581281
285.00000000000006,1.768533019422253,1.754248750165397,6.58023891599362,6.339912029699906
290.00000000000006,1.8014082794449204,1.7867365640765347,6.600667636819439,6.353731031818531
295.00000000000006,1.834491410545716,1.8194050527413463,6.622052921687213,6.368242420540869
300.00000000000006,1.8677179577157788,1.8521981939707235,6.644098166834861,6.3832315061415414
305.00000000000006,1.9009445048858415,1.8849913352001006,6.666143411982509,6.398220591742213
310.00000000000006,1.9342829816018865,1.9178558567424393,6.688679108983749,6.413183589815104
315.00000000000006,1.9678846660044411,1.9508882325083616,6.7123681270013025,6.42808524181736
320.00000000000006,2.0014863504069957,1.983920608274284,6.736057145018856,6.442986893819616
325.00000000000006,2.0350995690916913,2.0169636580474872,6.75979858606444,6.457944825254522
